RUNTIME,FreeHeap=85544,MinEverFreeHeap=85544,TestStackHighWaterWords=910
MA600 noise (last 5s): P2P=9.38deg StdDev=4.36deg Drift=9.35deg MaxStep=9.35deg N=25 valid=0
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.02deg MaxStep=0.05deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.03deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.04deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=28.48deg StdDev=4.27deg Drift=18.97deg MaxStep=21.07deg N=25 valid=0
MA600 noise (last 5s): P2P=112.98deg StdDev=27.69deg Drift=-47.75deg MaxStep=112.98deg N=25 valid=0
MA600 noise (last 5s): P2P=27.42deg StdDev=7.64deg Drift=1.21deg MaxStep=13.86deg N=25 valid=0
MA600 noise (last 5s): P2P=0.95deg StdDev=0.30deg Drift=0.95deg MaxStep=0.48deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.03deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.20deg StdDev=0.07deg Drift=-0.17deg MaxStep=0.07deg N=25 valid=1
MA600 noise (last 5s): P2P=0.20deg StdDev=0.07deg Drift=0.01deg MaxStep=0.11deg N=25 valid=1
MA600 noise (last 5s): P2P=6.11deg StdDev=1.53deg Drift=-2.83deg MaxStep=2.82deg N=25 valid=1
MA600 noise (last 5s): P2P=5.42deg StdDev=1.88deg Drift=-5.32deg MaxStep=2.74deg N=25 valid=1
MA600 noise (last 5s): P2P=0.46deg StdDev=0.13deg Drift=0.43deg MaxStep=0.28deg N=25 valid=1
MA600 noise (last 5s): P2P=0.31deg StdDev=0.11deg Drift=-0.25deg MaxStep=0.15deg N=25 valid=1
MA600 noise (last 5s): P2P=35.29deg StdDev=9.39deg Drift=-35.21deg MaxStep=32.48deg N=25 valid=0
MA600 noise (last 5s): P2P=18.69deg StdDev=5.62deg Drift=14.71deg MaxStep=6.83deg N=25 valid=0
MA600 noise (last 5s): P2P=15.78deg StdDev=4.55deg Drift=-10.73deg MaxStep=6.65deg N=25 valid=0
MA600 noise (last 5s): P2P=4.88deg StdDev=0.91deg Drift=4.65deg MaxStep=4.88deg N=25 valid=0
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.03deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=318.63deg StdDev=222.47deg Drift=310.50deg MaxStep=118.75deg N=25 valid=0
BATCH,BatchID=2,Status=START,PreconditionProtocol=ONE_FULL_SWEEP_120S_V1_FAST3,PreconditionCount=1,RunCount=3,TotalCycleCount=4,CooldownTargetMs=120000
Getting result!
CONFIG,RecordVersion=1,GatePolicy=POLICY_A_LOCKED_V1,ConfigContext=PRECONDITION_PRE_MOTOR,Firmware=jigmotor-nl2,BuildID=Aug 19 2026 12:21:06,MCU_UID=004600323235511835383831,JigID=JIG7,JigKnown=1,ConfigGateSelfTest=1,PointSamplerSelfTest=1,ExpectedCalibrationState=ZERO_TABLE,ConfigReadValid=1,ConfigValid=1,PolicyAGatePassed=1,AuditFieldsLocked=1,ExpectedProfileFound=1,RejectReason=NONE,PolicyABypassOverride=0,ExpectedZero=0x0000,ExpectedDir=0x00,ExpectedFilt=0x05,ExpectedStatus=0x00,ExpectedPrt=0x00,ExpectedRmapId=0x00,ExpectedCorrCRC32=0x190A55AD,Zero=0x0000,Dir=0x00,Filt=0x05,Status=0x00,Prt=0x00,RmapId=0x00,CorrNonZeroCount=0,CorrCRC32=0x190A55AD
Motor ERROR: E502!
BATCH,BatchID=2,Status=FAILED,CycleOrder=1,RunOrder=0,RunRole=PRECONDITION
