RUNTIME,FreeHeap=85544,MinEverFreeHeap=85544,TestStackHighWaterWords=910
MA600 noise (last 5s): P2P=320.68deg StdDev=139.76deg Drift=320.66deg MaxStep=84.94deg N=25 valid=0
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.01deg MaxStep=0.05deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.03deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.07deg StdDev=0.02deg Drift=-0.01deg MaxStep=0.05deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.01deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.01deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.03deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.00deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.01deg MaxStep=0.05deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.02deg Drift=-0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.03deg MaxStep=0.05deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.03deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.02deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.00deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.06deg StdDev=0.02deg Drift=0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.03deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.08deg StdDev=0.02deg Drift=0.01deg MaxStep=0.05deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=16.40deg StdDev=7.67deg Drift=-16.38deg MaxStep=8.32deg N=25 valid=0
MA600 noise (last 5s): P2P=0.51deg StdDev=0.13deg Drift=-0.49deg MaxStep=0.23deg N=25 valid=1
MA600 noise (last 5s): P2P=0.34deg StdDev=0.06deg Drift=-0.29deg MaxStep=0.25deg N=25 valid=1
MA600 noise (last 5s): P2P=0.42deg StdDev=0.14deg Drift=0.12deg MaxStep=0.29deg N=25 valid=1
MA600 noise (last 5s): P2P=0.09deg StdDev=0.02deg Drift=0.01deg MaxStep=0.07deg N=25 valid=1
MA600 noise (last 5s): P2P=0.19deg StdDev=0.06deg Drift=-0.12deg MaxStep=0.14deg N=25 valid=1
MA600 noise (last 5s): P2P=0.27deg StdDev=0.09deg Drift=-0.16deg MaxStep=0.23deg N=25 valid=1
MA600 noise (last 5s): P2P=0.30deg StdDev=0.07deg Drift=-0.17deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.04deg Drift=-0.13deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=-0.03deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=0.00deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.03deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=-0.08deg MaxStep=0.06deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.02deg Drift=-0.02deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.11deg StdDev=0.03deg Drift=0.01deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=-0.02deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.17deg StdDev=0.04deg Drift=-0.05deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.06deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.04deg Drift=0.05deg MaxStep=0.11deg N=25 valid=1
MA600 noise (last 5s): P2P=0.32deg StdDev=0.11deg Drift=-0.25deg MaxStep=0.20deg N=25 valid=1
MA600 noise (last 5s): P2P=0.16deg StdDev=0.03deg Drift=0.02deg MaxStep=0.11deg N=25 valid=1
MA600 noise (last 5s): P2P=0.11deg StdDev=0.03deg Drift=0.03deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=-0.04deg MaxStep=0.12deg N=25 valid=1
MA600 noise (last 5s): P2P=0.08deg StdDev=0.02deg Drift=-0.02deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=-0.05deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.15deg StdDev=0.03deg Drift=0.05deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.03deg Drift=0.03deg MaxStep=0.14deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.03deg Drift=-0.04deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.19deg StdDev=0.04deg Drift=-0.01deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=0.12deg MaxStep=0.12deg N=25 valid=1
MA600 noise (last 5s): P2P=0.16deg StdDev=0.04deg Drift=-0.07deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=-0.02deg MaxStep=0.12deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=0.04deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=0.01deg MaxStep=0.07deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.02deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.15deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.11deg N=25 valid=1
MA600 noise (last 5s): P2P=0.24deg StdDev=0.07deg Drift=0.15deg MaxStep=0.13deg N=25 valid=1
MA600 noise (last 5s): P2P=0.21deg StdDev=0.05deg Drift=0.09deg MaxStep=0.21deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.03deg Drift=-0.04deg MaxStep=0.11deg N=25 valid=1
MA600 noise (last 5s): P2P=0.15deg StdDev=0.03deg Drift=0.12deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.04deg Drift=-0.04deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=-0.07deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=0.05deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=-0.03deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=-0.09deg MaxStep=0.11deg N=25 valid=1
MA600 noise (last 5s): P2P=0.17deg StdDev=0.04deg Drift=0.02deg MaxStep=0.16deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.03deg Drift=0.07deg MaxStep=0.12deg N=25 valid=1
MA600 noise (last 5s): P2P=0.15deg StdDev=0.04deg Drift=0.03deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.06deg MaxStep=0.11deg N=25 valid=1
MA600 noise (last 5s): P2P=0.17deg StdDev=0.04deg Drift=0.01deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.19deg StdDev=0.04deg Drift=-0.02deg MaxStep=0.15deg N=25 valid=1
MA600 noise (last 5s): P2P=0.15deg StdDev=0.03deg Drift=-0.08deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.15deg StdDev=0.03deg Drift=0.04deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.03deg Drift=0.02deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.11deg StdDev=0.03deg Drift=-0.07deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.02deg Drift=-0.01deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.36deg StdDev=0.14deg Drift=0.27deg MaxStep=0.24deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=0.02deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.11deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.16deg StdDev=0.04deg Drift=-0.09deg MaxStep=0.13deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.04deg Drift=0.01deg MaxStep=0.11deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=0.00deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.02deg Drift=0.07deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.15deg StdDev=0.03deg Drift=0.05deg MaxStep=0.07deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=0.05deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.27deg StdDev=0.07deg Drift=-0.19deg MaxStep=0.18deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=-0.02deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.03deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.02deg Drift=0.00deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.08deg StdDev=0.03deg Drift=-0.03deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.15deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.12deg N=25 valid=1
MA600 noise (last 5s): P2P=0.16deg StdDev=0.04deg Drift=0.15deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.15deg StdDev=0.03deg Drift=-0.04deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.08deg StdDev=0.02deg Drift=0.05deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=0.07deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=-0.02deg MaxStep=0.13deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.03deg Drift=-0.02deg MaxStep=0.11deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.13deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=0.00deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.01deg MaxStep=0.12deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.00deg MaxStep=0.13deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.04deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=-0.05deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.16deg StdDev=0.03deg Drift=0.04deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.00deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.12deg N=25 valid=1
MA600 noise (last 5s): P2P=0.11deg StdDev=0.03deg Drift=0.10deg MaxStep=0.05deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=-0.04deg MaxStep=0.07deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=0.03deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.02deg Drift=0.05deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=0.02deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.03deg MaxStep=0.07deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=0.00deg MaxStep=0.07deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=0.03deg MaxStep=0.12deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=-0.02deg MaxStep=0.12deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=-0.07deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.12deg MaxStep=0.06deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.04deg Drift=-0.04deg MaxStep=0.11deg N=25 valid=1
MA600 noise (last 5s): P2P=0.11deg StdDev=0.03deg Drift=0.00deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.15deg StdDev=0.03deg Drift=-0.02deg MaxStep=0.12deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.03deg Drift=-0.02deg MaxStep=0.12deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.03deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.15deg StdDev=0.03deg Drift=-0.02deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.11deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.07deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.07deg MaxStep=0.13deg N=25 valid=1
MA600 noise (last 5s): P2P=0.15deg StdDev=0.03deg Drift=0.00deg MaxStep=0.15deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=0.07deg MaxStep=0.06deg N=25 valid=1
MA600 noise (last 5s): P2P=0.11deg StdDev=0.03deg Drift=-0.03deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.06deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.04deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.09deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.06deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=-0.05deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.03deg MaxStep=0.07deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.01deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.02deg Drift=0.01deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.18deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.12deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.03deg Drift=-0.02deg MaxStep=0.11deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.07deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.15deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.11deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.03deg Drift=0.04deg MaxStep=0.07deg N=25 valid=1
MA600 noise (last 5s): P2P=0.08deg StdDev=0.02deg Drift=-0.02deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=0.02deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=-0.02deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.03deg Drift=0.03deg MaxStep=0.13deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=-0.01deg MaxStep=0.07deg N=25 valid=1
MA600 noise (last 5s): P2P=0.11deg StdDev=0.03deg Drift=0.05deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.16deg StdDev=0.03deg Drift=0.07deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=0.03deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=-0.05deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.04deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=-0.02deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=-0.05deg MaxStep=0.07deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=-0.03deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.17deg StdDev=0.04deg Drift=-0.04deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=0.04deg MaxStep=0.07deg N=25 valid=1
MA600 noise (last 5s): P2P=0.11deg StdDev=0.03deg Drift=-0.04deg MaxStep=0.10deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=-0.05deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.11deg StdDev=0.03deg Drift=0.01deg MaxStep=0.06deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.01deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.12deg StdDev=0.03deg Drift=0.03deg MaxStep=0.12deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=0.00deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.03deg Drift=-0.05deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=0.04deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=0.13deg StdDev=0.03deg Drift=-0.02deg MaxStep=0.11deg N=25 valid=1
MA600 noise (last 5s): P2P=0.16deg StdDev=0.03deg Drift=-0.05deg MaxStep=0.08deg N=25 valid=1
MA600 noise (last 5s): P2P=0.14deg StdDev=0.03deg Drift=0.02deg MaxStep=0.13deg N=25 valid=1
