RUNTIME,FreeHeap=85544,MinEverFreeHeap=85544,TestStackHighWaterWords=910
MA600 noise (last 5s): P2P=67.71deg StdDev=33.16deg Drift=-67.67deg MaxStep=67.64deg N=25 valid=0
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.03deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.03deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.01deg MaxStep=0.05deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.00deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.03deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.00deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.03deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.02deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.03deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.01deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.03deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.00deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.04deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.05deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.00deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.03deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.02deg Drift=0.04deg MaxStep=0.05deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.03deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.00deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.02deg Drift=0.00deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.00deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.02deg Drift=0.04deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.03deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.03deg StdDev=0.01deg Drift=0.02deg MaxStep=0.02deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.02deg Drift=-0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.00deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.02deg Drift=-0.01deg MaxStep=0.05deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.00deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.05deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.03deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.02deg Drift=0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=0.01deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=0.02deg MaxStep=0.05deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.03deg MaxStep=0.04deg N=25 valid=1
MA600 noise (last 5s): P2P=0.10deg StdDev=0.02deg Drift=0.07deg MaxStep=0.09deg N=25 valid=1
MA600 noise (last 5s): P2P=4.60deg StdDev=0.91deg Drift=-4.60deg MaxStep=3.59deg N=25 valid=1
MA600 noise (last 5s): P2P=1.57deg StdDev=0.48deg Drift=0.42deg MaxStep=0.92deg N=25 valid=1
MA600 noise (last 5s): P2P=2.47deg StdDev=1.00deg Drift=-2.02deg MaxStep=0.87deg N=25 valid=1
MA600 noise (last 5s): P2P=0.65deg StdDev=0.17deg Drift=0.00deg MaxStep=0.46deg N=25 valid=1
MA600 noise (last 5s): P2P=0.66deg StdDev=0.15deg Drift=-0.47deg MaxStep=0.33deg N=25 valid=1
MA600 noise (last 5s): P2P=0.59deg StdDev=0.13deg Drift=-0.16deg MaxStep=0.46deg N=25 valid=1
MA600 noise (last 5s): P2P=0.46deg StdDev=0.15deg Drift=0.44deg MaxStep=0.30deg N=25 valid=1
MA600 noise (last 5s): P2P=0.73deg StdDev=0.15deg Drift=-0.24deg MaxStep=0.35deg N=25 valid=1
MA600 noise (last 5s): P2P=0.56deg StdDev=0.16deg Drift=0.40deg MaxStep=0.37deg N=25 valid=1
MA600 noise (last 5s): P2P=0.60deg StdDev=0.14deg Drift=-0.07deg MaxStep=0.40deg N=25 valid=1
MA600 noise (last 5s): P2P=0.41deg StdDev=0.12deg Drift=-0.13deg MaxStep=0.26deg N=25 valid=1
MA600 noise (last 5s): P2P=0.27deg StdDev=0.08deg Drift=-0.14deg MaxStep=0.24deg N=25 valid=1
MA600 noise (last 5s): P2P=0.46deg StdDev=0.10deg Drift=0.09deg MaxStep=0.40deg N=25 valid=1
MA600 noise (last 5s): P2P=0.58deg StdDev=0.14deg Drift=0.12deg MaxStep=0.37deg N=25 valid=1
MA600 noise (last 5s): P2P=0.43deg StdDev=0.12deg Drift=-0.03deg MaxStep=0.31deg N=25 valid=1
MA600 noise (last 5s): P2P=0.71deg StdDev=0.15deg Drift=-0.62deg MaxStep=0.31deg N=25 valid=1
MA600 noise (last 5s): P2P=0.45deg StdDev=0.12deg Drift=0.01deg MaxStep=0.37deg N=25 valid=1
MA600 noise (last 5s): P2P=0.48deg StdDev=0.12deg Drift=0.02deg MaxStep=0.30deg N=25 valid=1
MA600 noise (last 5s): P2P=0.55deg StdDev=0.12deg Drift=-0.20deg MaxStep=0.38deg N=25 valid=1
MA600 noise (last 5s): P2P=0.54deg StdDev=0.15deg Drift=0.09deg MaxStep=0.41deg N=25 valid=1
MA600 noise (last 5s): P2P=0.53deg StdDev=0.12deg Drift=0.03deg MaxStep=0.46deg N=25 valid=1
MA600 noise (last 5s): P2P=0.63deg StdDev=0.13deg Drift=-0.21deg MaxStep=0.41deg N=25 valid=1
MA600 noise (last 5s): P2P=0.41deg StdDev=0.12deg Drift=0.14deg MaxStep=0.41deg N=25 valid=1
MA600 noise (last 5s): P2P=0.45deg StdDev=0.10deg Drift=-0.14deg MaxStep=0.33deg N=25 valid=1
MA600 noise (last 5s): P2P=0.68deg StdDev=0.14deg Drift=-0.15deg MaxStep=0.40deg N=25 valid=1
MA600 noise (last 5s): P2P=0.61deg StdDev=0.15deg Drift=0.18deg MaxStep=0.55deg N=25 valid=1
MA600 noise (last 5s): P2P=0.48deg StdDev=0.13deg Drift=0.04deg MaxStep=0.39deg N=25 valid=1
MA600 noise (last 5s): P2P=0.81deg StdDev=0.15deg Drift=0.01deg MaxStep=0.59deg N=25 valid=1
MA600 noise (last 5s): P2P=0.55deg StdDev=0.12deg Drift=0.27deg MaxStep=0.50deg N=25 valid=1
MA600 noise (last 5s): P2P=0.37deg StdDev=0.11deg Drift=-0.14deg MaxStep=0.36deg N=25 valid=1
MA600 noise (last 5s): P2P=0.53deg StdDev=0.14deg Drift=-0.21deg MaxStep=0.47deg N=25 valid=1
MA600 noise (last 5s): P2P=0.57deg StdDev=0.12deg Drift=0.12deg MaxStep=0.54deg N=25 valid=1
MA600 noise (last 5s): P2P=0.79deg StdDev=0.15deg Drift=-0.27deg MaxStep=0.46deg N=25 valid=1
MA600 noise (last 5s): P2P=0.87deg StdDev=0.21deg Drift=0.24deg MaxStep=0.87deg N=25 valid=1
MA600 noise (last 5s): P2P=0.40deg StdDev=0.10deg Drift=0.05deg MaxStep=0.36deg N=25 valid=1
MA600 noise (last 5s): P2P=0.38deg StdDev=0.10deg Drift=0.09deg MaxStep=0.34deg N=25 valid=1
MA600 noise (last 5s): P2P=0.48deg StdDev=0.11deg Drift=0.13deg MaxStep=0.35deg N=25 valid=1
MA600 noise (last 5s): P2P=0.47deg StdDev=0.11deg Drift=0.14deg MaxStep=0.29deg N=25 valid=1
MA600 noise (last 5s): P2P=0.52deg StdDev=0.11deg Drift=-0.32deg MaxStep=0.38deg N=25 valid=1
MA600 noise (last 5s): P2P=0.74deg StdDev=0.13deg Drift=-0.21deg MaxStep=0.42deg N=25 valid=1
MA600 noise (last 5s): P2P=0.54deg StdDev=0.12deg Drift=0.17deg MaxStep=0.54deg N=25 valid=1
MA600 noise (last 5s): P2P=0.63deg StdDev=0.13deg Drift=-0.07deg MaxStep=0.44deg N=25 valid=1
MA600 noise (last 5s): P2P=0.53deg StdDev=0.12deg Drift=-0.07deg MaxStep=0.38deg N=25 valid=1
MA600 noise (last 5s): P2P=0.36deg StdDev=0.09deg Drift=0.20deg MaxStep=0.28deg N=25 valid=1
MA600 noise (last 5s): P2P=0.36deg StdDev=0.10deg Drift=-0.23deg MaxStep=0.25deg N=25 valid=1
MA600 noise (last 5s): P2P=0.42deg StdDev=0.09deg Drift=-0.06deg MaxStep=0.23deg N=25 valid=1
MA600 noise (last 5s): P2P=0.53deg StdDev=0.13deg Drift=-0.34deg MaxStep=0.38deg N=25 valid=1
MA600 noise (last 5s): P2P=0.49deg StdDev=0.12deg Drift=0.04deg MaxStep=0.40deg N=25 valid=1
MA600 noise (last 5s): P2P=0.55deg StdDev=0.13deg Drift=0.04deg MaxStep=0.46deg N=25 valid=1
MA600 noise (last 5s): P2P=0.46deg StdDev=0.12deg Drift=-0.13deg MaxStep=0.31deg N=25 valid=1
MA600 noise (last 5s): P2P=0.53deg StdDev=0.13deg Drift=-0.12deg MaxStep=0.51deg N=25 valid=1
MA600 noise (last 5s): P2P=0.45deg StdDev=0.12deg Drift=0.18deg MaxStep=0.41deg N=25 valid=1
MA600 noise (last 5s): P2P=0.47deg StdDev=0.10deg Drift=0.20deg MaxStep=0.26deg N=25 valid=1
MA600 noise (last 5s): P2P=0.66deg StdDev=0.15deg Drift=-0.20deg MaxStep=0.55deg N=25 valid=1
MA600 noise (last 5s): P2P=0.63deg StdDev=0.15deg Drift=-0.19deg MaxStep=0.46deg N=25 valid=1
MA600 noise (last 5s): P2P=1.10deg StdDev=0.18deg Drift=0.27deg MaxStep=0.79deg N=25 valid=1
MA600 noise (last 5s): P2P=0.49deg StdDev=0.13deg Drift=-0.03deg MaxStep=0.40deg N=25 valid=1
MA600 noise (last 5s): P2P=0.61deg StdDev=0.15deg Drift=0.20deg MaxStep=0.42deg N=25 valid=1
MA600 noise (last 5s): P2P=0.45deg StdDev=0.12deg Drift=-0.24deg MaxStep=0.31deg N=25 valid=1
MA600 noise (last 5s): P2P=0.38deg StdDev=0.10deg Drift=-0.21deg MaxStep=0.37deg N=25 valid=1
MA600 noise (last 5s): P2P=0.68deg StdDev=0.16deg Drift=0.10deg MaxStep=0.33deg N=25 valid=1
MA600 noise (last 5s): P2P=0.59deg StdDev=0.15deg Drift=-0.16deg MaxStep=0.49deg N=25 valid=1
MA600 noise (last 5s): P2P=0.55deg StdDev=0.13deg Drift=0.06deg MaxStep=0.42deg N=25 valid=1
MA600 noise (last 5s): P2P=0.41deg StdDev=0.10deg Drift=0.21deg MaxStep=0.32deg N=25 valid=1
MA600 noise (last 5s): P2P=0.47deg StdDev=0.12deg Drift=-0.14deg MaxStep=0.34deg N=25 valid=1
MA600 noise (last 5s): P2P=0.41deg StdDev=0.11deg Drift=0.10deg MaxStep=0.29deg N=25 valid=1
MA600 noise (last 5s): P2P=0.64deg StdDev=0.13deg Drift=-0.47deg MaxStep=0.44deg N=25 valid=1
MA600 noise (last 5s): P2P=0.50deg StdDev=0.11deg Drift=0.21deg MaxStep=0.36deg N=25 valid=1
MA600 noise (last 5s): P2P=0.47deg StdDev=0.12deg Drift=-0.15deg MaxStep=0.31deg N=25 valid=1
MA600 noise (last 5s): P2P=0.40deg StdDev=0.11deg Drift=0.05deg MaxStep=0.29deg N=25 valid=1
MA600 noise (last 5s): P2P=0.51deg StdDev=0.12deg Drift=0.03deg MaxStep=0.42deg N=25 valid=1
MA600 noise (last 5s): P2P=0.77deg StdDev=0.19deg Drift=-0.38deg MaxStep=0.67deg N=25 valid=1
MA600 noise (last 5s): P2P=0.52deg StdDev=0.13deg Drift=0.13deg MaxStep=0.35deg N=25 valid=1
MA600 noise (last 5s): P2P=0.81deg StdDev=0.19deg Drift=-0.13deg MaxStep=0.63deg N=25 valid=1
MA600 noise (last 5s): P2P=0.42deg StdDev=0.10deg Drift=-0.18deg MaxStep=0.34deg N=25 valid=1
MA600 noise (last 5s): P2P=0.60deg StdDev=0.16deg Drift=-0.53deg MaxStep=0.49deg N=25 valid=1
MA600 noise (last 5s): P2P=0.37deg StdDev=0.10deg Drift=0.05deg MaxStep=0.34deg N=25 valid=1
MA600 noise (last 5s): P2P=0.65deg StdDev=0.16deg Drift=0.21deg MaxStep=0.43deg N=25 valid=1
MA600 noise (last 5s): P2P=0.54deg StdDev=0.13deg Drift=-0.28deg MaxStep=0.30deg N=25 valid=1
MA600 noise (last 5s): P2P=0.52deg StdDev=0.13deg Drift=-0.28deg MaxStep=0.52deg N=25 valid=1
MA600 noise (last 5s): P2P=0.82deg StdDev=0.16deg Drift=0.43deg MaxStep=0.43deg N=25 valid=1
MA600 noise (last 5s): P2P=0.54deg StdDev=0.13deg Drift=0.04deg MaxStep=0.42deg N=25 valid=1
MA600 noise (last 5s): P2P=0.60deg StdDev=0.14deg Drift=0.04deg MaxStep=0.58deg N=25 valid=1
MA600 noise (last 5s): P2P=0.51deg StdDev=0.12deg Drift=-0.22deg MaxStep=0.36deg N=25 valid=1
MA600 noise (last 5s): P2P=0.66deg StdDev=0.14deg Drift=0.14deg MaxStep=0.43deg N=25 valid=1
MA600 noise (last 5s): P2P=0.34deg StdDev=0.09deg Drift=0.23deg MaxStep=0.27deg N=25 valid=1
MA600 noise (last 5s): P2P=0.40deg StdDev=0.12deg Drift=-0.08deg MaxStep=0.34deg N=25 valid=1
MA600 noise (last 5s): P2P=0.41deg StdDev=0.12deg Drift=-0.05deg MaxStep=0.32deg N=25 valid=1
MA600 noise (last 5s): P2P=0.60deg StdDev=0.13deg Drift=0.34deg MaxStep=0.34deg N=25 valid=1
MA600 noise (last 5s): P2P=0.53deg StdDev=0.12deg Drift=0.14deg MaxStep=0.35deg N=25 valid=1
MA600 noise (last 5s): P2P=0.40deg StdDev=0.11deg Drift=-0.21deg MaxStep=0.32deg N=25 valid=1
MA600 noise (last 5s): P2P=0.60deg StdDev=0.14deg Drift=-0.11deg MaxStep=0.47deg N=25 valid=1
MA600 noise (last 5s): P2P=0.48deg StdDev=0.13deg Drift=-0.01deg MaxStep=0.40deg N=25 valid=1
