MetricX,MetricY,N,RCentered,PCentered,RDetrended,PDetrended,BatchValid,BatchSameDirection,BatchOppositeDirection,MedianBatchR,AbsRDetrended
RMS_AC,A12,80,0.337008960307364,0.00223703612394429,0.231742909514508,0.0386026452191183,8,6,2,0.0856016329003956,0.231742909514508
Residual_RMS_H36,Residual_RMS_Full,80,0.0390040593447082,0.731220023886612,0.230791288814318,0.0394304306003826,8,6,2,0.355526315974825,0.230791288814318
AbsApproachReturnErrorRaw,MotorActiveDurationMs,80,-0.0730986416162696,0.519324530576329,-0.228964715888371,0.0410607285298221,8,4,4,-0.0567788697505438,0.228964715888371
A45,Fitted_P2P_Extended,80,0.178286901694542,0.113591497198026,0.228593057082836,0.0413992149259199,8,7,1,0.300796314592974,0.228593057082836
A27,A36,80,-0.194313953363737,0.0841412255668942,-0.227987886169178,0.0419553279087212,8,6,2,-0.237204632972787,0.227987886169178
Residual_RMS_H36,TrackingError_MaxAbs_Deg,80,0.21176604780177,0.0593313357275114,0.227739355894197,0.0421854999602355,8,5,3,0.169587979027963,0.227739355894197
A27,A108,80,-0.183929856336873,0.102428390280673,-0.2267523609953,0.0431099542591675,8,5,3,-0.18392309165607,0.2267523609953
MeanDC,TrackingError_MaxAbs_Deg,80,0.216117563052608,0.0541778263573922,0.226637461929036,0.0432186554728478,8,3,5,-0.105686270566562,0.226637461929036
A1,Motor_Error_P2P_Deg,80,0.315381457370292,0.00437783442771122,0.226148759584247,0.0436835367593623,8,7,1,0.288564392017623,0.226148759584247
A1,Motor_System_INL_Deg,80,0.314987982527453,0.00442969073227211,0.226081759388439,0.043747592726247,8,7,1,0.288876153518895,0.226081759388439
A36,TrackingError_MaxAbs_Deg,80,0.0916728219972912,0.41866076598327,0.225692806833086,0.0441209915137364,8,6,2,0.234873152921965,0.225692806833086
AnalysisStartRaw,MotorActiveDurationMs,80,0.241869243170569,0.0306567609109662,0.22488682890818,0.0449031391299756,8,7,1,0.33970182440483,0.22488682890818
A12,Fitted_P2P,80,0.273953063506044,0.0139330087256735,0.224451074361777,0.045330762795116,8,5,3,0.302412159636575,0.224451074361777
A6,AnalysisStartRaw,80,-0.100780036901419,0.373742611074721,-0.224029456826678,0.0457477116599432,8,6,2,-0.423029432011615,0.224029456826678
RMS_AC,AbsClosureErrorDeg,80,-0.230305510265012,0.0398586586597853,-0.223844132918685,0.0459319831816558,8,6,2,-0.272541309633538,0.223844132918685
FitExplainedRatio_Extended,ApproachReturnErrorRaw,80,0.182488301019183,0.105195219828338,0.223783325447441,0.0459925787607234,8,6,2,0.223555913830084,0.223783325447441
NL_RobustP2P,MotorActiveDurationMs,80,0.135700576136309,0.230061175597499,0.223580378938223,0.0461952961444315,8,7,1,0.283200790147817,0.223580378938223
A3,Residual_RMS_H36,80,-0.289278979808979,0.00925288697018966,-0.223059602625434,0.0467188620784988,8,6,2,-0.216845137591011,0.223059602625434
A3,AbsClosureErrorDeg,80,0.218334761632264,0.0516963680682226,0.221327564732834,0.0484955164607291,8,6,2,0.253063109768151,0.221327564732834
A1,Fitted_P2P_Extended,80,0.275244503033644,0.0134718508724921,0.221048496960673,0.0487869109772086,8,7,1,0.437052448316474,0.221048496960673
Residual_RMS_H36,AbsClosureErrorDeg,80,-0.254121776246128,0.0229274896495704,-0.220873838216981,0.0489700168543659,8,6,2,-0.316250455584313,0.220873838216981
FitExplainedRatio,TrackingError_RMS_Deg,80,0.158475673258742,0.16030962255718,0.220108200552199,0.0497793700796062,8,6,2,0.362148132637435,0.220108200552199
NL_RobustP2P,A2,80,0.225439728976606,0.0443653627856307,0.219722531688273,0.0501912065022676,8,6,2,0.181200635685401,0.219722531688273
A108,CrestFactor,80,0.0818341390611306,0.470516647070068,0.219438523404934,0.0504962717569844,8,5,3,0.129082270106981,0.219438523404934
Residual_RMS_H6,AbsClosureErrorDeg,80,-0.22575476603982,0.0440613339518266,-0.218461761613658,0.0515571033611018,8,6,2,-0.2579494345986,0.218461761613658
A1,ShadowP2P,80,0.299375417286235,0.00698150676681463,0.216257234171028,0.0540186838273835,8,7,1,0.226397089272377,0.216257234171028
A3,FitExplainedRatio_Extended,80,0.021899759996569,0.847101753022348,-0.215049425898839,0.0554075978548848,8,4,4,-0.0199622265467851,0.215049425898839
A45,AbsApproachReturnErrorRaw,80,0.180210517239562,0.109685186738491,0.211425255286395,0.0597512311458775,8,7,1,0.241252482840581,0.211425255286395
AbsClosureErrorDeg,ShadowP2P,80,-0.262158327268837,0.0188159240495119,-0.210494344814947,0.0609105501128597,8,5,3,-0.21844236212658,0.210494344814947
Residual_RMS_Extended,ApproachReturnErrorRaw,80,-0.164273977996539,0.145365361938166,-0.209761787046184,0.0618356396906821,8,6,2,-0.209284779836737,0.209761787046184
A27,AbsApproachReturnErrorRaw,80,0.177935892581913,0.114315746461694,0.209300905657887,0.0624234713814228,8,5,3,0.158263857624197,0.209300905657887
Residual_RMS_H36,BackoffObservedDeltaRaw,80,0.159986283874426,0.15631086770359,0.209143234658151,0.0626256104819783,8,7,1,0.241484525435742,0.209143234658151
Residual_RMS_H36,BackoffFeedforwardTargetErrorRaw,80,0.159986283874426,0.15631086770359,0.209143234658151,0.0626256104819792,8,7,1,0.241484525435742,0.209143234658151
Residual_RMS_H36,BackoffTargetErrorRaw,80,0.159986283874426,0.15631086770359,0.209143234658151,0.0626256104819792,8,7,1,0.241484525435742,0.209143234658151
A18,CrestFactor,80,-0.145661602083482,0.197321418499614,-0.207300547014282,0.0650275710954656,8,6,2,-0.132834895601193,0.207300547014282
NL_RobustP2P,ClosureErrorDeg,80,0.100416036649281,0.375479749957642,0.206757401706673,0.065749613968737,8,6,2,0.240104242248365,0.206757401706673
Residual_RMS_Extended,ApproachObservedDeltaRaw,80,-0.279457190937094,0.0120582596443751,-0.204735274334413,0.0684949405673167,8,7,1,-0.251584669146798,0.204735274334413
Residual_RMS_Extended,ForwardFeedforwardTargetErrorRaw,80,-0.279457190937094,0.0120582596443751,-0.204735274334413,0.0684949405673167,8,7,1,-0.251584669146798,0.204735274334413
Residual_RMS_Extended,ApproachTargetErrorRaw,80,-0.279457190937094,0.0120582596443751,-0.204735274334413,0.0684949405673167,8,7,1,-0.251584669146798,0.204735274334413
Motor_Error_P2P_Deg,AbsApproachReturnErrorRaw,80,-0.144745644876189,0.200184251295866,-0.202727377072544,0.0713116303434706,8,6,2,-0.277138705203122,0.202727377072544
Motor_System_INL_Deg,AbsApproachReturnErrorRaw,80,-0.14485294685384,0.19984734859172,-0.202671022899499,0.071392007373863,8,6,2,-0.27777955131506,0.202671022899499
MeanDC,Residual_RMS_Full,80,0.047044646449147,0.678590545803432,-0.20248652222781,0.0716556671493803,8,6,2,-0.264416407042828,0.20248652222781
A3,Residual_RMS_Extended,80,-0.0448455130311509,0.692845543471666,0.201342563468034,0.0733079459704857,8,5,3,0.0579181233603142,0.201342563468034
A2,ShadowP2P,80,0.149756337304323,0.184882433390171,0.199378998353647,0.0762151525604298,8,7,1,0.15662789225905,0.199378998353647
A2,Residual_RMS_Extended,80,0.0327146493417542,0.773285040220826,-0.199128001190697,0.0765933286717537,8,4,4,0.0311052765730947,0.199128001190697
A3,A72,80,0.281524025905333,0.0114131641584895,0.197891362382632,0.0784785233085827,8,7,1,0.190238651796143,0.197891362382632
A9,AnalysisStartRaw,80,-0.132941179896702,0.239764987390441,-0.197845428865152,0.0785492535375198,8,4,4,-0.141998848570233,0.197845428865152
CrestFactor,AnalysisStartRaw,80,-0.188237048120497,0.0944988481539905,-0.197018169789243,0.0798318288471613,8,5,3,-0.114695525838591,0.197018169789243
Residual_RMS_H6,CrestFactor,80,0.107995930047822,0.340319077995752,0.195685232580823,0.0819334593753644,8,6,2,0.254401165521964,0.195685232580823
MeanDC,MotorActiveDurationMs,80,0.209104655223971,0.0626751512504888,0.195458424511292,0.0822954071980407,8,5,3,0.217817904345374,0.195458424511292
MeanDC,AbsApproachReturnErrorRaw,80,0.150134982150797,0.183761602966742,0.195275277356917,0.0825886062685216,8,5,3,0.266779137888713,0.195275277356917
A2,TrackingError_RMS_Deg,80,0.226206764646847,0.0436281433965197,0.195232234969246,0.082657632896579,8,6,2,0.299097208532852,0.195232234969246
ShadowP2P,AbsApproachReturnErrorRaw,80,-0.14552475605005,0.197747254570746,-0.195088551300561,0.082888388969782,8,7,1,-0.230491626113519,0.195088551300561
A45,AnalysisStartRaw,80,0.189150452779105,0.092880979930844,0.194590211668587,0.0836926917330745,8,7,1,0.255444001128494,0.194590211668587
RMS_AC,CrestFactor,80,0.103179665574407,0.36241319256306,0.194000400554354,0.0846526201733201,8,6,2,0.248798113723415,0.194000400554354
MeanDC,AbsClosureErrorDeg,80,0.177689288182964,0.114826701779343,0.192264460703053,0.08752864575143,8,6,2,0.394524688980823,0.192264460703053
A27,Residual_RMS_Full,80,-0.166404556296933,0.14014537214571,-0.19212531317141,0.0877624849907284,8,6,2,-0.251951264919887,0.19212531317141
A18,BackoffFeedforwardTargetErrorRaw,80,0.0909370232983223,0.422420846697188,0.191606593750956,0.0886385568334562,8,4,4,0.0667254145548103,0.191606593750956
A18,BackoffTargetErrorRaw,80,0.0909370232983223,0.422420846697188,0.191606593750956,0.0886385568334562,8,4,4,0.0667254145548103,0.191606593750956
A18,BackoffObservedDeltaRaw,80,0.0909370232983223,0.422420846697188,0.191606593750956,0.0886385568334573,8,4,4,0.0667254145548092,0.191606593750956
A18,FitExplainedRatio_Extended,80,-0.14420562848003,0.201885947752361,-0.191538452298955,0.0887541535709142,8,5,3,-0.198326369123475,0.191538452298955
A2,P99_AbsDeviation,80,0.182863451624293,0.104469642812999,0.191054315665957,0.0895788875878919,8,4,4,-0.0356314371257259,0.191054315665957
A3,Fitted_P2P_Extended,80,0.237215525839412,0.0341184587636191,0.190697377605766,0.0901908030334546,8,5,3,0.215861475669606,0.190697377605766
A2,Motor_Error_P2P_Deg,80,0.132010015739144,0.243102501161753,0.19065162213732,0.0902694816956464,8,7,1,0.185966499888104,0.19065162213732
A2,A3,80,-0.352689083466606,0.0013334879593153,-0.190201031422002,0.0910471893527018,8,6,2,-0.332906913265277,0.190201031422002
A2,Motor_System_INL_Deg,80,0.131550021212453,0.244762992226139,0.189927716991674,0.0915214908903756,8,7,1,0.184567304096928,0.189927716991674
MeanDC,CrestFactor,80,-0.299331949888421,0.00699012375788539,-0.189572685807237,0.092140506445061,8,6,2,-0.111688365217577,0.189572685807237
A6,A36,80,-0.137903900228042,0.222512075486357,-0.189547940127992,0.0921837744773486,8,7,1,-0.255940400900738,0.189547940127992
A9,A36,80,0.0524429627687215,0.64408140891884,0.188795392401545,0.0935072707548701,8,4,4,0.0527069689662573,0.188795392401545
A36,Residual_RMS_Extended,80,0.0813046665240037,0.473402449920713,-0.188296261837747,0.0943932989302485,8,6,2,-0.126869754326054,0.188296261837747
Fitted_P2P,ApproachReturnErrorRaw,80,-0.25767097707151,0.0210258938845311,-0.187940935250991,0.0950280656520215,8,6,2,-0.378748685153988,0.187940935250991
A9,AbsClosureErrorDeg,80,-0.155496294431887,0.168417776469189,-0.187742561272463,0.095383903049339,8,6,2,-0.378090704643028,0.187742561272463
P99_AbsDeviation,TrackingError_MaxAbs_Deg,80,0.176511380415155,0.117291625516634,0.187255856144249,0.0962613735883293,8,7,1,0.326030697432678,0.187255856144249
ClosureErrorDeg,ForwardFeedforwardTargetErrorRaw,80,-0.161275330772729,0.152957687151302,-0.186616318542454,0.0974239974927411,8,5,3,-0.0702307012096595,0.186616318542454
ClosureErrorDeg,ApproachTargetErrorRaw,80,-0.161275330772729,0.152957687151302,-0.186616318542454,0.0974239974927411,8,5,3,-0.0702307012096595,0.186616318542454
ClosureErrorDeg,ApproachObservedDeltaRaw,80,-0.161275330772729,0.152957687151302,-0.186616318542454,0.0974239974927419,8,5,3,-0.0702307012096589,0.186616318542454
RMS_AC,ApproachReturnErrorRaw,80,0.158890568274772,0.159203873421159,0.18572342457831,0.0990655772773776,8,5,3,0.205068384361429,0.18572342457831
A18,ForwardFeedforwardTargetErrorRaw,80,-0.111265154536555,0.32581508367608,-0.18483086750286,0.100728094077685,8,4,4,-0.0853685926101729,0.18483086750286
A18,ApproachTargetErrorRaw,80,-0.111265154536555,0.32581508367608,-0.18483086750286,0.100728094077685,8,4,4,-0.0853685926101729,0.18483086750286
A18,ApproachObservedDeltaRaw,80,-0.111265154536555,0.32581508367608,-0.184830867502859,0.100728094077686,8,4,4,-0.0853685926101728,0.184830867502859
Residual_RMS_Extended,AbsApproachReturnErrorRaw,80,-0.178733789337031,0.112674552591512,-0.184151299943484,0.102008443449787,8,5,3,-0.103439866564667,0.184151299943484
A3,AnalysisStartRaw,80,0.00665380785960624,0.953288674724503,-0.183237744754244,0.103749614149417,8,6,2,-0.186624833204191,0.183237744754244
Residual_RMS_H6,ApproachReturnErrorRaw,80,0.15773816825848,0.162289205717267,0.182847843283839,0.104499752923541,8,5,3,0.199930461157796,0.182847843283839
A12,A72,80,0.0892459081229716,0.431135955593245,0.181506904004847,0.107111887468113,8,6,2,0.0843328172306849,0.181506904004847
FitExplainedRatio_Extended,ApproachObservedDeltaRaw,80,0.245511946164833,0.0281579075345017,0.181233241475256,0.107651158454742,8,7,1,0.253621864929898,0.181233241475256
FitExplainedRatio_Extended,ForwardFeedforwardTargetErrorRaw,80,0.245511946164833,0.0281579075345017,0.181233241475256,0.107651158454742,8,7,1,0.253621864929897,0.181233241475256
FitExplainedRatio_Extended,ApproachTargetErrorRaw,80,0.245511946164833,0.0281579075345017,0.181233241475256,0.107651158454742,8,7,1,0.253621864929897,0.181233241475256
Motor_Error_P2P_Deg,AbsClosureErrorDeg,80,-0.242605348546285,0.0301372743609948,-0.180679477827743,0.108748835081119,8,5,3,-0.182618423259103,0.180679477827743
Motor_System_INL_Deg,AbsClosureErrorDeg,80,-0.242257040697857,0.030382151185787,-0.180324165696264,0.109457698541414,8,5,3,-0.182492042668094,0.180324165696264
P99_AbsDeviation,TrackingError_RMS_Deg,80,0.185480961720582,0.0995150601912498,0.179824854753785,0.110459893255043,8,7,1,0.297032651686395,0.179824854753785
A6,AbsApproachReturnErrorRaw,80,-0.172654473164112,0.125648302433781,-0.178844684802991,0.112447900652129,8,5,3,-0.0825386812408651,0.178844684802991
A27,CrestFactor,80,0.198853320908953,0.077008905739694,0.178772952844765,0.112594468578445,8,6,2,0.265686350040697,0.178772952844765
Fitted_P2P,TrackingError_RMS_Deg,80,0.155827504723515,0.167501783117726,0.178183505415549,0.113804469141405,8,6,2,0.510648356944694,0.178183505415549
Residual_RMS_H6,ForwardFeedforwardTargetErrorRaw,80,-0.273315700363167,0.0141655967874872,-0.177744101979633,0.114712977580678,8,7,1,-0.265333650676294,0.177744101979633
Residual_RMS_H6,ApproachTargetErrorRaw,80,-0.273315700363167,0.0141655967874872,-0.177744101979633,0.114712977580678,8,7,1,-0.265333650676294,0.177744101979633
Residual_RMS_H6,ApproachObservedDeltaRaw,80,-0.273315700363167,0.0141655967874872,-0.177744101979632,0.114712977580679,8,7,1,-0.265333650676293,0.177744101979632
RMS_AC,A18,80,-0.214267397349727,0.0563223535724461,-0.176362557720213,0.117605932405241,8,6,2,-0.206390918885738,0.176362557720213
A9,MotorActiveDurationMs,80,-0.0485718936295706,0.668756352917349,-0.176251128370826,0.117841690246667,8,5,3,-0.119263148354069,0.176251128370826
A36,ClosureErrorDeg,80,0.147729505648376,0.190966489608245,0.176159409820876,0.118036017442577,8,5,3,0.190320255434233,0.176159409820876
FitExplainedRatio,TimeSincePreviousRunMs,80,-0.140284408440151,0.214553242235052,-0.17509512770239,0.120309012989179,8,7,1,-0.351283808721116,0.17509512770239
Fitted_P2P_Extended,AnalysisStartRaw,80,0.0419219842849653,0.711961759292529,0.174677575690404,0.121209904032409,8,5,3,0.145837985110163,0.174677575690404
RMS_AC,ForwardFeedforwardTargetErrorRaw,80,-0.271118505889463,0.0149933408560895,-0.174479345768522,0.121639403132977,8,7,1,-0.242847832651366,0.174479345768522
RMS_AC,ApproachTargetErrorRaw,80,-0.271118505889463,0.0149933408560895,-0.174479345768522,0.121639403132977,8,7,1,-0.242847832651366,0.174479345768522
RMS_AC,ApproachObservedDeltaRaw,80,-0.271118505889463,0.0149933408560895,-0.174479345768522,0.121639403132979,8,7,1,-0.242847832651365,0.174479345768522
TrackingError_RMS_Deg,TimeSincePreviousRunMs,80,-0.10956041466338,0.333328313530734,-0.17360491402408,0.123547949463267,8,5,3,-0.152428971863995,0.17360491402408
A18,Residual_RMS_H6,80,-0.211749638493807,0.0593514987021632,-0.173008204985846,0.12486343577062,8,6,2,-0.208756321052478,0.173008204985846
TrackingError_MaxAbs_Deg,ApproachReturnErrorRaw,80,0.165713832851681,0.141821941897839,0.172811328089716,0.125299805956792,8,5,3,0.22222493687202,0.172811328089716
A1,A18,80,-0.0589949289474121,0.60319245612161,-0.171799544281522,0.12756079519813,8,6,2,-0.198824945307485,0.171799544281522
A3,TimeSincePreviousRunMs,80,0.103091495581911,0.362825700546814,0.171714980082998,0.127751167173858,8,5,3,0.0517838504164253,0.171714980082998
NL_RobustP2P,ApproachReturnErrorRaw,80,0.0787329796405887,0.487553831828115,0.17063073911056,0.130211262369386,8,5,3,0.258109605769568,0.17063073911056
Motor_System_INL_Deg,TimeSincePreviousRunMs,80,0.23529839969716,0.035636881648042,0.170561068707176,0.130370565551594,8,4,4,-0.00792793240925713,0.170561068707176
Motor_Error_P2P_Deg,TimeSincePreviousRunMs,80,0.234822570572404,0.0360223864801193,0.169995519591294,0.131669200738126,8,4,4,-0.00816222205894294,0.169995519591294
Residual_RMS_Full,ForwardFeedforwardTargetErrorRaw,80,-0.226892097419377,0.0429780608828958,-0.169698730550955,0.13235462046326,8,6,2,-0.144548623918668,0.169698730550955
Residual_RMS_Full,ApproachTargetErrorRaw,80,-0.226892097419377,0.0429780608828958,-0.169698730550955,0.13235462046326,8,6,2,-0.144548623918668,0.169698730550955
Residual_RMS_Full,ApproachObservedDeltaRaw,80,-0.226892097419377,0.0429780608828958,-0.169698730550954,0.13235462046326,8,6,2,-0.144548623918668,0.169698730550954
ShadowP2P,TimeSincePreviousRunMs,80,0.231016642590456,0.0392330789626566,0.169179549156128,0.133560156754829,8,4,4,-0.0249855878411249,0.169179549156128
A36,FitExplainedRatio,80,-0.38675097345685,0.00039452404357345,-0.168806111821417,0.134432414617987,8,6,2,-0.334829767465693,0.168806111821417
A36,TimeSincePreviousRunMs,80,0.147985857147695,0.190189101072573,0.168385797878709,0.135419323301142,8,6,2,0.37160108499977,0.168385797878709
A9,Motor_Error_P2P_Deg,80,0.187499512898421,0.0958213014717436,0.167782700346039,0.136844987150307,8,4,4,-0.0159955526391519,0.167782700346039
A9,Motor_System_INL_Deg,80,0.18735103306656,0.096089284755827,0.167738395136915,0.136950166374582,8,4,4,-0.0159435585499699,0.167738395136915
ForwardFeedforwardTargetErrorRaw,AnalysisStartRaw,80,0.217013580032379,0.0531635288112215,0.167655762936733,0.137146496090741,8,5,3,0.0764737050579535,0.167655762936733
ApproachTargetErrorRaw,AnalysisStartRaw,80,0.217013580032379,0.0531635288112215,0.167655762936733,0.137146496090741,8,5,3,0.0764737050579535,0.167655762936733
ApproachObservedDeltaRaw,AnalysisStartRaw,80,0.217013580032379,0.0531635288112209,0.167655762936733,0.137146496090741,8,5,3,0.0764737050579565,0.167655762936733
TrackingError_RMS_Deg,AnalysisStartRaw,80,-0.160005550941655,0.156260349298377,-0.167281380995443,0.138038675697901,8,4,4,-0.224709347501978,0.167281380995443
A12,ForwardFeedforwardTargetErrorRaw,80,-0.224856301632701,0.0449329877256858,-0.167007951401756,0.138693045107373,8,4,4,0.0378608059554466,0.167007951401756
A12,ApproachTargetErrorRaw,80,-0.224856301632701,0.0449329877256858,-0.167007951401756,0.138693045107373,8,4,4,0.0378608059554466,0.167007951401756
A12,ApproachObservedDeltaRaw,80,-0.224856301632701,0.0449329877256858,-0.167007951401756,0.138693045107374,8,4,4,0.0378608059554462,0.167007951401756
MeanDC,A12,80,0.140514197869507,0.213795770911714,0.166649449701528,0.139554554890229,8,4,4,0.162088268353849,0.166649449701528
A9,ApproachReturnErrorRaw,80,0.201980073255599,0.0723834283735947,0.166314444954781,0.140363244378342,8,5,3,0.210153954230682,0.166314444954781
A3,ForwardFeedforwardTargetErrorRaw,80,0.185982111782409,0.0985877708557821,0.165644466669901,0.141991143314696,8,6,2,0.234847353334733,0.165644466669901
A3,ApproachTargetErrorRaw,80,0.185982111782409,0.0985877708557821,0.165644466669901,0.141991143314696,8,6,2,0.234847353334733,0.165644466669901
A3,ApproachObservedDeltaRaw,80,0.185982111782409,0.0985877708557821,0.165644466669901,0.141991143314696,8,6,2,0.234847353334733,0.165644466669901
A12,ApproachReturnErrorRaw,80,0.0273497872702722,0.809695445632283,-0.16519901786237,0.143081328984438,8,4,4,-0.03971549835205,0.16519901786237
A12,FitExplainedRatio_Extended,80,0.00987397604720066,0.930729005671893,0.164345381415555,0.145188089228955,8,6,2,0.0959459726632992,0.164345381415555
MeanDC,Residual_RMS_Extended,80,0.00527679689897349,0.9629479146571,-0.16391323656283,0.146263457568789,8,7,1,-0.165259254221638,0.16391323656283
A3,Residual_RMS_H6,80,-0.221112608259357,0.0487198405976281,-0.16345197784695,0.147417856374895,8,5,3,-0.140554662971368,0.16345197784695
A9,A18,80,-0.124260324249617,0.272122066541473,-0.16334705799272,0.14768139164449,8,6,2,-0.072777027371627,0.16334705799272
Fitted_P2P_Extended,CrestFactor,80,0.271062159832094,0.0150151061115707,0.162249274196269,0.150459987110661,8,6,2,0.296612663928674,0.162249274196269
A18,A36,80,-0.258466300241554,0.0206187672277143,-0.160189600293925,0.155778382386218,8,5,3,-0.0954118636979787,0.160189600293925
MeanDC,RMS_AC,80,-0.081328279268299,0.47327354950181,-0.159198839878002,0.158385961092134,8,6,2,-0.43044155521767,0.159198839878002
A18,Residual_RMS_Full,80,-0.245343844971599,0.0282693116170019,-0.158251280802338,0.160910024465555,8,6,2,-0.0729092300983639,0.158251280802338
Residual_RMS_H36,TimeSincePreviousRunMs,80,-0.105095780468522,0.353519811085422,-0.158096200561401,0.161325941654078,8,6,2,-0.254004616863934,0.158096200561401
A12,A27,80,-0.151230049664374,0.180547871865422,-0.15722831247657,0.163668277875206,8,5,3,-0.250831836244357,0.15722831247657
MeanDC,Residual_RMS_H6,80,-0.0825635725482739,0.466556639277381,-0.15676950664892,0.164916655237305,8,6,2,-0.424894407437875,0.15676950664892
A9,BackoffObservedDeltaRaw,80,0.115505292972525,0.30760003016624,0.154622893302912,0.170850921275007,8,5,3,0.082908862693606,0.154622893302912
A9,BackoffFeedforwardTargetErrorRaw,80,0.115505292972525,0.30760003016624,0.154622893302911,0.170850921275008,8,5,3,0.0829088626936057,0.154622893302911
A9,BackoffTargetErrorRaw,80,0.115505292972525,0.30760003016624,0.154622893302911,0.170850921275008,8,5,3,0.0829088626936057,0.154622893302911
A1,ApproachReturnErrorRaw,80,0.0205420963225866,0.856476329552702,0.154063286747324,0.172423399862061,8,5,3,0.236123527463945,0.154063286747324
A27,TimeSincePreviousRunMs,80,0.117400624625172,0.299676024874707,0.153888830323958,0.172915781219006,8,5,3,0.118918580266659,0.153888830323958
A27,P99_AbsDeviation,80,0.164185180957722,0.145586044341606,0.153240238624637,0.17475539090422,8,3,5,-0.0649744169352064,0.153240238624637
Fitted_P2P,AnalysisStartRaw,80,-0.11774121061362,0.29826638367475,0.153187360085679,0.174906000200754,8,4,4,-0.0110847000519143,0.153187360085679
Residual_RMS_Full,ApproachReturnErrorRaw,80,0.21213666140344,0.0588774260345283,0.153113722583809,0.175115893657302,8,5,3,0.170355650973436,0.153113722583809
MeanDC,Residual_RMS_H36,80,-0.222539845226562,0.0472462762602362,-0.152363772188933,0.177264028712655,8,7,1,-0.416419797517496,0.152363772188933
A3,A27,80,-0.0884428092631405,0.435310242318558,-0.152303127249887,0.177438575616971,8,5,3,-0.126880060939932,0.152303127249887
ApproachObservedDeltaRaw,TimeSincePreviousRunMs,80,0.0722609194317664,0.524136115587332,0.152206327925206,0.177717441270014,8,6,2,0.232643185666,0.152206327925206
ForwardFeedforwardTargetErrorRaw,TimeSincePreviousRunMs,80,0.0722609194317663,0.524136115587332,0.152206327925206,0.177717441270014,8,6,2,0.232643185666,0.152206327925206
ApproachTargetErrorRaw,TimeSincePreviousRunMs,80,0.0722609194317663,0.524136115587332,0.152206327925206,0.177717441270014,8,6,2,0.232643185666,0.152206327925206
A6,BackoffFeedforwardTargetErrorRaw,80,-0.173820375944535,0.123075564714208,-0.152199067502313,0.177738370451022,8,4,4,-0.0927938064516516,0.152199067502313
A6,BackoffTargetErrorRaw,80,-0.173820375944535,0.123075564714208,-0.152199067502313,0.177738370451022,8,4,4,-0.0927938064516516,0.152199067502313
A6,BackoffObservedDeltaRaw,80,-0.173820375944535,0.123075564714208,-0.152199067502313,0.177738370451022,8,4,4,-0.0927938064516512,0.152199067502313
Residual_RMS_Full,AbsClosureErrorDeg,80,-0.085034498071042,0.453278040775803,-0.151485761866999,0.179803356261303,8,5,3,-0.328772318759727,0.151485761866999
NL_RobustP2P,A6,80,-0.178870270898295,0.112395656996872,-0.151122398917,0.180861971681576,8,4,4,-0.0475838973643762,0.151122398917
A2,BackoffFeedforwardTargetErrorRaw,80,-0.0756212501113002,0.504971813650908,-0.150799442387725,0.18180667060839,8,5,3,-0.322803104131824,0.150799442387725
A2,BackoffTargetErrorRaw,80,-0.0756212501113002,0.504971813650908,-0.150799442387725,0.18180667060839,8,5,3,-0.322803104131824,0.150799442387725
A2,BackoffObservedDeltaRaw,80,-0.0756212501113002,0.504971813650908,-0.150799442387725,0.18180667060839,8,5,3,-0.322803104131824,0.150799442387725
Residual_RMS_H6,AnalysisStartRaw,80,-0.00197492736045495,0.986128446462623,0.150615376443813,0.182346696034849,8,6,2,0.198357567341054,0.150615376443813
A12,Residual_RMS_Extended,80,0.0273481659527939,0.809706514801929,-0.149644649171372,0.185213987929606,8,6,2,-0.0855626425149391,0.149644649171372
A3,A12,80,0.0360334553936344,0.750998011507324,0.149337731486713,0.186127316524143,8,6,2,0.212693349123119,0.149337731486713
A6,MotorActiveDurationMs,80,-0.0465789457837736,0.681600072403267,-0.149168535651507,0.186632204707559,8,5,3,-0.102113554155515,0.149168535651507
FitExplainedRatio_Extended,AnalysisStartRaw,80,0.176135077088262,0.118087613378697,0.14912719269081,0.186755724711163,8,5,3,0.298523790345526,0.14912719269081
Fitted_P2P_Extended,BackoffObservedDeltaRaw,80,0.166662090287349,0.139524109962795,0.148464180300852,0.188744697071976,8,6,2,0.221350793203008,0.148464180300852
Fitted_P2P_Extended,BackoffFeedforwardTargetErrorRaw,80,0.166662090287349,0.139524109962795,0.148464180300852,0.188744697071976,8,6,2,0.221350793203008,0.148464180300852
Fitted_P2P_Extended,BackoffTargetErrorRaw,80,0.166662090287349,0.139524109962795,0.148464180300852,0.188744697071976,8,6,2,0.221350793203008,0.148464180300852
CrestFactor,ClosureErrorDeg,80,0.134800884154148,0.233194500850647,0.147689150393569,0.191089075954185,8,5,3,0.18161603628241,0.147689150393569
MeanDC,A108,80,0.019966042726342,0.860460027778966,-0.147414516938723,0.19192483299271,8,4,4,-0.0732254824561574,0.147414516938723
A108,AnalysisStartRaw,80,0.0773815041173409,0.495079443789827,-0.147287167008603,0.192313274108902,8,5,3,-0.27736034881383,0.147287167008603
A27,Fitted_P2P_Extended,80,-0.104857525259917,0.354618213640131,-0.147006108415765,0.193172560363554,8,6,2,-0.114603622230982,0.147006108415765
RMS_AC,A3,80,-0.211568796738043,0.0595740779527356,-0.146569260654179,0.194513628609112,8,5,3,-0.137102170785016,0.146569260654179
