"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","24274","-1","-5.4931640625","-1","-1000","-1000000","0","574923","574923","0","2897","1336","1989"
"1","ALIGN_RAMP","24274","-1","-5.4931640625","0","0","1000000","200","574924","574924","0","2903","1336","1242"
"2","ALIGN_RAMP","24275","0","0","1","1000","1000000","400","574925","574925","0","2902","1336","1152"
"3","ALIGN_RAMP","24273","-2","-10.986328125","-2","-2000","-3000000","600","574926","574926","0","2902","1336","1062"
"4","ALIGN_RAMP","24271","-4","-21.97265625","-2","-2000","0","800","574927","574927","0","2902","1336","972"
"5","ALIGN_RAMP","24273","-2","-10.986328125","2","2000","4000000","1000","574928","574928","0","2902","1336","882"
"6","ALIGN_RAMP","24273","-2","-10.986328125","0","0","-2000000","1200","574929","574929","0","2902","1336","792"
"7","ALIGN_RAMP","24270","-5","-27.4658203125","-3","-3000","-3000000","1400","574930","574930","0","2902","1336","702"
"8","ALIGN_RAMP","24272","-3","-16.4794921875","2","2000","5000000","1600","574931","574931","0","2902","1336","612"
"9","ALIGN_RAMP","24275","0","0","3","3000","1000000","1800","574932","574932","0","2902","1336","522"
"10","ALIGN_RAMP","24272","-3","-16.4794921875","-3","-3000","-6000000","2000","574933","574933","0","2902","1336","432"
"11","ALIGN_RAMP","24269","-6","-32.958984375","-3","-3000","0","2200","574934","574934","0","2902","1336","342"
"12","ALIGN_RAMP","24272","-3","-16.4794921875","3","3000","6000000","2400","574935","574935","0","2902","1336","252"
"13","ALIGN_RAMP","24274","-1","-5.4931640625","2","2000","-1000000","2600","574936","574936","0","2902","1336","162"
"14","ALIGN_RAMP","24269","-6","-32.958984375","-5","-5000","-7000000","2800","574937","574937","0","2902","1336","72"
"15","ALIGN_RAMP","24272","-3","-16.4794921875","3","3000","8000000","3000","574938","574938","0","2902","1336","2137"
"16","ALIGN_RAMP","24274","-1","-5.4931640625","2","2000","-1000000","3200","574939","574939","0","2902","1336","2047"
"17","ALIGN_RAMP","24271","-4","-21.97265625","-3","-3000","-5000000","3400","574940","574940","0","2902","1336","1957"
"18","ALIGN_RAMP","24274","-1","-5.4931640625","3","3000","6000000","3600","574941","574941","0","2902","1336","1867"
"19","ALIGN_RAMP","24276","1","5.4931640625","2","2000","-1000000","3800","574942","574942","0","2902","1336","1777"
"20","ALIGN_RAMP","24273","-2","-10.986328125","-3","-3000","-5000000","4000","574943","574943","0","2902","1336","1687"
"21","ALIGN_RAMP","24271","-4","-21.97265625","-2","-2000","1000000","4200","574944","574944","0","2902","1336","1597"
"22","ALIGN_RAMP","24274","-1","-5.4931640625","3","3000","5000000","4400","574945","574945","0","2902","1336","1507"
"23","ALIGN_RAMP","24275","0","0","1","1000","-2000000","4600","574946","574946","0","2902","1336","1417"
"24","ALIGN_RAMP","24274","-1","-5.4931640625","-1","-1000","-2000000","4800","574947","574947","0","2902","1336","1327"
"25","ALIGN_RAMP","24275","0","0","1","1000","2000000","5000","574948","574948","0","2902","1336","1237"
"26","ALIGN_RAMP","24276","1","5.4931640625","1","1000","0","5200","574949","574949","0","2902","1336","1147"
"27","ALIGN_RAMP","24275","0","0","-1","-1000","-2000000","5400","574950","574950","0","2902","1336","1057"
"28","ALIGN_RAMP","24269","-6","-32.958984375","-6","-6000","-5000000","5600","574951","574951","0","2902","1336","967"
"29","ALIGN_RAMP","24273","-2","-10.986328125","4","4000","10000000","5800","574952","574952","0","2902","1336","877"
"30","ALIGN_RAMP","24273","-2","-10.986328125","0","0","-4000000","6000","574953","574953","0","2902","1336","787"
